frame,timestamp,focus,y_mean,y_std,b_mean,g_mean,r_mean,frame_delta
0,1777299278.1641326,3.4298916340392336,2.763718532986111,3.2469187879004258,1.2368977864583333,4.017752821180555,0.7961990017361111,0.0
1,1777299278.1881545,204.3915171006944,6.333865017361111,6.091132011777833,3.63134765625,7.567339409722222,4.806062282986111,3.664076244212963
2,1777299278.2360075,161.8690652729553,5.610418836805556,5.579455233381826,4.086597222222222,6.878741319444444,3.5762065972222223,3.4052824797453702
3,1777299278.3125284,121.82580689559752,5.533805338541667,5.467863300603453,3.0032845052083332,6.588292100694445,4.274262152777778,3.0361867042824073
4,1777299278.3630283,127.03604718314156,8.018897569444444,8.325066920814255,6.27212890625,9.651270616319444,5.414018012152778,3.977161820023148
5,1777299278.388762,88.89239053938124,24.93293728298611,11.94213543421525,19.414839409722223,27.404100477430557,22.311072048611113,16.01173140914352
6,1777299278.4524179,71.77252578599246,35.608889973958334,17.978379803792244,31.87755099826389,38.90602864583333,30.523355034722222,11.297789351851852
7,1777299278.4986842,55.05178686989562,61.69902235243055,18.686467929483676,54.598385416666666,64.34594184027777,59.00105143229167,25.57800853587963
